,sent,received
1583984580,101.4554306,0.9615422
1583984640,293.5941637,0.1258
1583984700,100.5844947,0.3287565
1583984760,254.9592345,0.3655155
1583984820,225.1986713,0.4325998
1583984880,146.577373,0.8886379
1583984940,250.4638316,0.3455066
1583985000,125.1970119,0.4709632
1583985060,259.2458847,0.1112162
1583985120,211.9139353,0.7623445
1583985180,291.0772324,0.1209299
1583985240,187.5997094,0.6850743
1583985300,212.5949849,0.7139383
1583985360,299.9582795,0.5067795
1583985420,164.252819,0.1993031
1583985480,165.1810822,0.472278
1583985540,174.3283876,0.3524342
1583985600,186.4014514,0.6398502
1583985660,243.5830498,0.7946747
1583985720,205.0323806,0.571954
1583985780,273.7235506,0.1660832
1583985840,151.8245957,0.9083116
1583985900,181.7710368,0.6366538
1583985960,182.2558657,0.1614642
1583986020,253.1900721,0.053057
1583986080,176.0087954,0.3798745
1583986140,212.0607278,0.447806
1583986200,264.8199456,0.336389
1583986260,247.8643827,0.4668914
1583986320,189.344571,0.4540093
1583986380,150.5196861,0.289774
1583986440,228.1230731,0.7471896
1583986500,290.7220723,0.5222515
1583986560,176.711468,0.1045924
1583986620,177.2773714,0.0285673
1583986680,108.4854365,0.031122
1583986740,232.6089923,0.9475298
1583986800,263.0766725,0.2720523
1583986860,143.1175833,0.3163124
1583986920,164.387424,0.539782
1583986980,205.8346866,0.5940159
1583987040,273.6472305,0.1442929
1583987100,182.4315326,0.6020694
1583987160,133.6528005,0.9349669
1583987220,260.7385178,0.2463654
1583987280,147.5794722,0.6502491
1583987340,262.1318755,0.6057062
1583987400,151.5546173,0.5231087
1583987460,231.9356332,0.8957828
1583987520,243.7539525,0.3292369
1583987580,292.1921508,0.4483875
1583987640,140.0029558,0.2358965
1583987700,133.0191957,0.0255868
1583987760,198.1475824,0.3828726
1583987820,103.9586373,0.5423995
1583987880,159.9133385,0.9047605
1583987940,278.3371418,0.5723886
1583988000,255.7734838,0.7209549
1583988060,201.9117623,0.062258
1583988120,119.852469,0.4756239
1583988180,190.3614003,0.7839785
1583988240,164.796093,0.3161254
1583988300,180.4281651,0.7310176
1583988360,133.9033392,0.1675036
1583988420,138.6665073,0.4116219
1583988480,205.5304349,0.3266806
1583988540,138.8191517,0.6133551
1583988600,203.9816465,0.6059293
1583988660,234.2333657,0.9731177
1583988720,297.8989229,0.5996103
1583988780,215.5036038,0.1473743
1583988840,103.3093208,0.0549599
1583988900,249.9778102,0.224524
1583988960,183.83701,0.0289705
1583989020,114.8501428,0.2701873
1583989080,261.256779,0.3394138
1583989140,100.2080491,0.8328329
1583989200,266.2766717,0.4904721
1583989260,180.2586991,0.104718
1583989320,249.6316225,0.1979081
1583989380,245.2196798,0.9852719
1583989440,204.9010911,0.3913597
1583989500,231.8998153,0.7102027
1583989560,142.4967839,0.8918202
1583989620,150.0655891,0.6865839
1583989680,112.6460555,0.0108466
1583989740,239.8574207,0.2182672
1583989800,167.38449,0.9633802
1583989860,232.8984853,0.1761856
1583989920,115.6756269,0.214799
1583989980,104.3151784,0.5343599
1583990040,233.5390524,0.0808548
1583990100,267.251079,0.9855704
1583990160,170.1909259,0.6828771
1583990220,293.0941647,0.886799
1583990280,277.0654937,0.0231904
1583990340,238.3507735,0.5969711
1583990400,140.0858041,0.9881237
1583990460,288.9799105,0.841795
1583990520,297.1365867,0.9278108
1583990580,292.4941462,0.7191332
1583990640,219.8071873,0.965503
1583990700,126.6578715,0.4925754
1583990760,135.5622593,0.981101
1583990820,297.8221977,0.1551659
1583990880,257.7344207,0.9647937
1583990940,118.3296249,0.4406691
1583991000,209.6268922,0.1441927
1583991060,221.7864807,0.3749339
1583991120,102.9984327,0.7685766
1583991180,184.5349202,0.3153711
1583991240,263.8055614,0.001181
1583991300,297.9805121,0.8353003
1583991360,134.8247354,0.3707995
1583991420,230.8389293,0.199937
1583991480,199.7920759,0.6686244
1583991540,247.2023069,0.9033954
1583991600,236.2385726,0.1190193
1583991660,199.6319213,0.0205529
1583991720,275.635618,0.8812367
1583991780,150.1895687,0.5699061
1583991840,267.8415303,0.7895199
1583991900,106.6492881,0.4459206
1583991960,183.6293438,0.1852038
1583992020,110.4585421,0.6923357
1583992080,147.3772277,0.6486367
1583992140,131.22657,0.2515928
1583992200,158.0974721,0.3177479
1583992260,159.2397383,0.0766466
1583992320,246.8526118,0.6198518
1583992380,129.3029906,0.4113212
1583992440,275.698536,0.1868185
1583992500,292.4163166,0.1428928
1583992560,157.3648437,0.9305446
1583992620,161.7906505,0.254654
1583992680,198.1450038,0.9730951
1583992740,137.5457515,0.5801427
1583992800,291.2269774,0.8652644
1583992860,124.884575,0.5429711
1583992920,154.3889958,0.8544234
1583992980,223.9512668,0.0389886
1583993040,134.1515827,0.4457053
1583993100,145.9631121,0.6300307
1583993160,167.331124,0.7727755
1583993220,277.3188857,0.2878682
1583993280,213.5828158,0.2189504
1583993340,116.3116395,0.247865
1583993400,183.5116701,0.5236398
1583993460,188.9333782,0.5791515
1583993520,273.0522395,0.6094816
1583993580,104.6608146,0.8921489
1583993640,274.6808346,0.4898862
1583993700,285.3145907,0.6483266
1583993760,227.4189567,0.8483596
1583993820,136.873617,0.6034827
1583993880,146.4880725,0.2018398
1583993940,156.2588479,0.9231605
1583994000,200.1039565,0.9009646
1583994060,260.5550006,0.982101
1583994120,219.9734764,0.8373717
1583994180,223.7972511,0.1835434
1583994240,289.9697215,0.4031327
1583994300,254.7701734,0.0097785
1583994360,194.5646976,0.311112
1583994420,130.1697982,0.9202849
1583994480,118.8175493,0.836611
1583994540,154.824375,0.8959685
1583994600,184.0744543,0.7720433
1583994660,132.1037138,0.9810565
1583994720,296.3759076,0.6200607
1583994780,174.1630098,0.7870607
1583994840,285.5228288,0.2193293
1583994900,194.7025434,0.2293527
1583994960,182.1270942,0.291878
1583995020,229.5494352,0.975096
1583995080,279.3802728,0.3634734
1583995140,264.1855638,0.0555197
1583995200,129.6887137,0.9289141
1583995260,208.1876238,0.7357798
1583995320,229.8577164,0.7975874
1583995380,185.3442987,0.9597246
1583995440,112.0821267,0.6018413
1583995500,175.991566,0.5047267
1583995560,114.6982505,0.0248962
1583995620,265.3936467,0.8339555
1583995680,200.4105029,0.5116731
1583995740,199.2304013,0.4077201
1583995800,198.9204642,0.3539223
1583995860,170.0875659,0.2350539
1583995920,250.125306,0.0481276
1583995980,246.7807245,0.8833814
1583996040,249.5159687,0.7953116
1583996100,245.0895343,0.5136872
1583996160,288.136845,0.2786707
1583996220,149.7418365,0.5945303
1583996280,164.1493106,0.7141532
1583996340,151.5691788,0.0594763
1583996400,270.3475419,0.9776138
1583996460,288.9137235,0.3861291
1583996520,227.8270078,0.5188743
1583996580,154.482614,0.0962678
1583996640,263.9675437,0.515557
1583996700,110.6081029,0.428027
1583996760,276.6761178,0.8204293
1583996820,113.1021027,0.2000548
1583996880,168.1658182,0.4081392
1583996940,169.3252193,0.7640785
1583997000,258.7328462,0.0453685
1583997060,191.7982701,0.9451527
1583997120,295.4985179,0.3117136
1583997180,179.1977819,0.5101106
1583997240,195.6330727,0.644061
1583997300,216.7564342,0.3604306
1583997360,130.9082554,0.609548
1583997420,132.9255902,0.8883363
1583997480,177.1779963,0.2590125
1583997540,153.4054347,0.0458138
1583997600,154.6233839,0.4483604
1583997660,239.8683469,0.6461152
1583997720,183.2026223,0.2692342
1583997780,239.6158987,0.6088713
1583997840,200.575293,0.5703234
1583997900,120.4137075,0.8282431
1583997960,298.3192901,0.2384936
1583998020,149.8004165,0.5481357
1583998080,182.8893731,0.3510562
1583998140,103.7800128,0.8153611
1583998200,268.1017455,0.9785161
1583998260,211.0223407,0.0961403
1583998320,194.4258873,0.9509115
1583998380,193.2997161,0.7977067
1583998440,287.9412475,0.8951805
1583998500,258.7261227,0.0028372
1583998560,218.8522784,0.4578227
1583998620,137.3312253,0.2955895
1583998680,134.7172702,0.4681305
1583998740,154.0654871,0.9862516
1583998800,129.5401434,0.4042023
1583998860,155.997446,0.3802762
1583998920,146.9378234,0.2150381
1583998980,207.4014313,0.7664645
1583999040,210.4224684,0.9368881
1583999100,178.4158488,0.7606686
1583999160,103.2236441,0.0886695
1583999220,270.5749821,0.7542472
1583999280,184.3888326,0.9701864
1583999340,151.6231886,0.9016442
1583999400,140.4105239,0.5515251
1583999460,190.0067707,0.2430136
1583999520,176.9355505,0.064933
1583999580,120.4244561,0.0105922
1583999640,285.0805263,0.5607074
1583999700,240.8640713,0.602456
1583999760,166.2775916,0.7009595
1583999820,247.9196429,0.4430569
1583999880,213.2111472,0.7720756
1583999940,256.545508,0.3484822
1584000000,173.1881763,0.0608937
1584000060,237.7653447,0.4804129
1584000120,217.1222498,0.847348
1584000180,178.5003278,0.660139
1584000240,276.6561336,0.043508
1584000300,192.9016027,0.0739086
1584000360,112.7011519,0.1762197
1584000420,132.5100483,0.2051815
1584000480,290.0391121,0.8965207
1584000540,173.0541932,0.5894348
1584000600,295.4152042,0.4715739
1584000660,151.2514435,0.895376
1584000720,103.8464772,0.1761122
1584000780,297.8010989,0.797529
1584000840,195.544973,0.2640093
1584000900,251.9117425,0.5121598
1584000960,118.839886,0.3695945
1584001020,134.7869816,0.475789
1584001080,187.3038441,0.9970664
1584001140,235.7759305,0.7536865
1584001200,296.0103258,0.8228353
1584001260,158.4554632,0.790321
1584001320,281.5345444,0.9695592
1584001380,294.8324979,0.7490393
1584001440,238.2792732,0.3451355
1584001500,290.0151943,0.5131831
1584001560,268.1023696,0.9943593
1584001620,105.4882474,0.9414042
1584001680,189.6539676,0.6456168
1584001740,137.6421793,0.6755895
1584001800,181.3485675,0.8155085
1584001860,129.5041383,0.7727657
1584001920,218.7390082,0.6605185
1584001980,252.460962,0.89532
1584002040,178.9322185,0.8765906
1584002100,191.8119844,0.1805429
1584002160,135.5106521,0.5746717
1584002220,244.813402,0.1767342
1584002280,207.526209,0.30771
1584002340,123.8036538,0.8192344
1584002400,263.6599869,0.6079144
1584002460,131.755254,0.5477039
1584002520,115.5554856,0.9016362
1584002580,205.9923859,0.6385512
1584002640,206.1040424,0.4733817
1584002700,176.7570198,0.0546061
1584002760,173.9290577,0.5637889
1584002820,149.9156651,0.9249141
1584002880,155.6386415,0.7069779
1584002940,295.6107611,0.9215316
1584003000,246.5703382,0.851791
1584003060,131.5643398,0.9182982
1584003120,246.1669708,0.5455178
1584003180,131.0345025,0.6568596
1584003240,151.4601553,0.8766836
1584003300,153.3497201,0.9284694
1584003360,232.7856839,0.7045107
1584003420,283.1122361,0.6299972
1584003480,236.1423455,0.9446203
1584003540,214.6291654,0.4864243
1584003600,382.6446783,0.7816776
1584003660,367.5351372,0.6822409
1584003720,638.063042,0.0985999
1584003780,449.9357861,0.0484522
1584003840,451.6333307,0.6818581
1584003900,389.1608104,0.0735089
1584003960,640.89055,0.1217851
1584004020,699.8952832,0.110136
1584004080,691.960822,0.7481103
1584004140,602.8058728,0.0716585
1584004200,202.9611144,0.018385
1584004260,379.4451538,0.3639633
1584004320,362.588169,0.3661748
1584004380,349.6871414,0.3527934
1584004440,304.2347821,0.005021
1584004500,402.403954,0.1580144
1584004560,283.4343875,0.9586933
1584004620,654.9309929,0.2585036
1584004680,200.1731137,0.7034341
1584004740,262.6567047,0.3546601
1584004800,446.3678661,0.8974635
1584004860,216.2822791,0.976468
1584004920,797.6091015,0.7588096
1584004980,512.3758618,0.5839081
1584005040,737.3480136,0.1909466
1584005100,624.5983936,0.1104761
1584005160,660.4104971,0.9914273
1584005220,632.9306327,0.3428086
1584005280,324.3497494,0.1064203
1584005340,689.5050696,0.7630864
1584005400,352.8622514,0.4837414
1584005460,325.6891488,0.8413574
1584005520,719.848219,0.827869
1584005580,629.8746682,0.3902503
1584005640,697.9542546,0.3222698
1584005700,308.1102814,0.3572305
1584005760,705.2801847,0.473292
1584005820,632.1958677,0.5553116
1584005880,417.2196781,0.8978663
1584005940,499.6355354,0.6496705
1584006000,745.1145223,0.3056594
1584006060,559.8978129,0.5620416
1584006120,477.1700324,0.4435852
1584006180,514.4195315,0.2460015
1584006240,734.1607296,0.7264462
1584006300,496.9150884,0.6884843
1584006360,558.886268,0.0885323
1584006420,325.2452112,0.7511298
1584006480,205.9397145,0.3322401
1584006540,237.3745905,0.5648709
1584006600,349.6011188,0.8057395
1584006660,392.0175517,0.551119
1584006720,338.0661989,0.4157395
1584006780,238.4107989,0.168541
1584006840,483.4188557,0.2808376
1584006900,615.776,0.9668747
1584006960,743.4223104,0.2475396
1584007020,204.2809362,0.9071533
1584007080,259.1559616,0.0764539
1584007140,300.8562733,0.6005303
1584007200,752.217173,0.0504365
1584007260,503.8796791,0.9695151
1584007320,319.6412378,0.0119177
1584007380,541.299314,0.6039218
1584007440,712.9737717,0.6264287
1584007500,636.9996572,0.6886723
1584007560,405.7996222,0.7997074
1584007620,309.5057497,0.9179415
1584007680,625.3500486,0.708927
1584007740,233.7454353,0.2559298
1584007800,687.4858199,0.3935051
1584007860,535.5785147,0.6044792
1584007920,605.2172794,0.7598052
1584007980,256.8660342,0.6504279
1584008040,684.1156385,0.7058372
1584008100,538.8368946,0.8451555
1584008160,248.8112397,0.7754917
1584008220,472.5643248,0.4970422
1584008280,584.9100928,0.3672607
1584008340,759.5525641,0.0132953
1584008400,309.6489042,0.3153904
1584008460,510.0281481,0.1674751
1584008520,446.7094437,0.6355157
1584008580,545.9566163,0.6540605
1584008640,551.8179864,0.4968308
1584008700,439.6250132,0.1929323
1584008760,455.7194617,0.5369645
1584008820,439.1040177,0.335672
1584008880,645.3601772,0.6506593
1584008940,517.7875791,0.736431
1584009000,550.8922442,0.2781589
1584009060,572.8372203,0.1750954
1584009120,283.6417923,0.2001118
1584009180,680.3031339,0.3331354
1584009240,418.4423481,0.207161
1584009300,599.0610236,0.0641349
1584009360,675.1948184,0.3580663
1584009420,703.6321284,0.0176252
1584009480,445.13778,0.4033763
1584009540,316.5497342,0.1860823
1584009600,767.7761995,0.6564814
1584009660,592.9933415,0.682337
1584009720,511.1874995,0.528622
1584009780,216.6846749,0.9381997
1584009840,558.0441146,0.7904306
1584009900,544.2434507,0.8292587
1584009960,620.662798,0.9590274
1584010020,323.9097824,0.0171425
1584010080,337.2882807,0.1578473
1584010140,697.3225347,0.3207081
1584010200,586.7937885,0.7210828
1584010260,276.3565491,0.9887033
1584010320,370.2153731,0.2952086
1584010380,796.5395549,0.1584569
1584010440,365.7275594,0.5406444
1584010500,594.1561301,0.3373379
1584010560,312.1496822,0.4772698
1584010620,489.8971203,0.431666
1584010680,616.444937,0.080042
1584010740,505.6898102,0.8972877
1584010800,247.8758051,0.7180239
1584010860,473.1072536,0.3311059
1584010920,715.0466534,0.5801359
1584010980,357.3028036,0.0790759
1584011040,502.2885613,0.0425982
1584011100,719.8758751,0.7724896
1584011160,718.9832033,0.9370855
1584011220,408.0497507,0.9543321
1584011280,489.8492146,0.7310632
1584011340,710.8167038,0.5202278
1584011400,656.9743642,0.237214
1584011460,600.0690522,0.6751919
1584011520,486.292292,0.814968
1584011580,675.8241991,0.2240813
1584011640,740.659516,0.9336703
1584011700,256.7869251,0.492795
1584011760,630.8282028,0.6729217
1584011820,697.5426741,0.1751027
1584011880,560.5159884,0.8328821
1584011940,636.3577647,0.2990153
1584012000,652.7236603,0.0566032
1584012060,766.491357,0.0756039
1584012120,635.8778119,0.2599992
1584012180,374.4408772,0.7736854
1584012240,333.2460793,0.6855268
1584012300,235.7893244,0.6089835
1584012360,416.2915847,0.280599
1584012420,226.4221574,0.1895212
1584012480,595.1479181,0.2323904
1584012540,693.168607,0.9959847
1584012600,277.186627,0.6056785
1584012660,265.8363281,0.8151894
1584012720,390.7552454,0.4779413
1584012780,257.6648413,0.7336561
1584012840,456.4970086,0.8439799
1584012900,356.2296429,0.699531
1584012960,284.0540469,0.8454778
1584013020,683.0976049,0.3153356
1584013080,437.0714759,0.2774129
1584013140,712.4130301,0.265255
1584013200,320.7420556,0.9580057
1584013260,629.364503,0.7151803
1584013320,640.2325065,0.9800076
1584013380,297.2284249,0.1999855
1584013440,436.6280185,0.9464024
1584013500,566.0905662,0.5512306
1584013560,735.6400443,0.475829
1584013620,616.9940885,0.9886704
1584013680,733.2527755,0.1507504
1584013740,460.2528027,0.4773066
1584013800,699.2906007,0.781424
1584013860,394.6472272,0.5809374
1584013920,470.4253737,0.0307284
1584013980,674.0238099,0.5043137
1584014040,614.1407378,0.5697172
1584014100,597.302988,0.5956212
1584014160,629.4980538,0.9043509
1584014220,560.0507459,0.229882
1584014280,246.8718794,0.4714573
1584014340,581.1663152,0.9725229
1584014400,596.0901432,0.9643307
1584014460,358.1629217,0.4900044
1584014520,742.7432162,0.2660093
1584014580,756.4642864,0.5830521
1584014640,523.8340046,0.031703
1584014700,786.3072239,0.493037
1584014760,468.4885464,0.7071695
1584014820,531.8342211,0.8995889
1584014880,462.2977636,0.7071992
1584014940,399.8449214,0.5667431
1584015000,667.4587526,0.7159866
1584015060,467.3319156,0.888106
1584015120,387.0874144,0.3217221
1584015180,705.8469595,0.8200143
1584015240,583.1838623,0.1839799
1584015300,661.7830349,0.5436989
1584015360,670.8313454,0.5327682
1584015420,557.6717946,0.7096592
1584015480,479.617255,0.8580942
1584015540,767.6667857,0.8276923
1584015600,657.2227818,0.5815732
1584015660,697.1686568,0.9309008
1584015720,667.7523949,0.0836187
1584015780,458.0816729,0.6810452
1584015840,659.3614761,0.8865725
1584015900,340.8005228,0.2708005
1584015960,309.8572745,0.8580138
1584016020,430.8937226,0.6474391
1584016080,788.7841374,0.7565538
1584016140,744.1810164,0.0396379
1584016200,563.6051688,0.3818707
1584016260,258.2672788,0.6364447
1584016320,486.5288897,0.377194
1584016380,316.919679,0.3992235
1584016440,773.5788759,0.4607345
1584016500,647.961372,0.5517252
1584016560,601.3758775,0.9199761
1584016620,480.1361054,0.309434
1584016680,746.4645674,0.3982356
1584016740,740.6209598,0.3200402
1584016800,474.3287139,0.0696672
1584016860,366.7892637,0.4058674
1584016920,555.124629,0.4370671
1584016980,381.4468589,0.220334
1584017040,326.1751623,0.5976413
1584017100,306.0084521,0.1067002
1584017160,311.4218639,0.9957203
1584017220,710.0055335,0.5499742
1584017280,720.2581196,0.1630749
1584017340,649.50215,0.3889832
1584017400,546.0185356,0.7304165
1584017460,479.4923419,0.2841905
1584017520,783.7802903,0.6179836
1584017580,781.4308802,0.2644071
1584017640,215.2747192,0.0316218
1584017700,702.7591648,0.5243509
1584017760,781.9251197,0.7470443
1584017820,200.7907354,0.8457255
1584017880,345.129131,0.3542851
1584017940,618.994707,0.7603181
1584018000,698.070156,0.7528054
1584018060,581.6105163,0.1500234
1584018120,458.7637816,0.8978968
1584018180,227.6086232,0.3810794
1584018240,694.5900105,0.658678
1584018300,365.0257406,0.3105142
1584018360,595.947551,0.3039818
1584018420,552.7545261,0.1506024
1584018480,651.4909586,0.980588
1584018540,339.3303386,0.6278986
1584018600,215.4277411,0.9192925
1584018660,520.9694567,0.7691021
1584018720,568.6896328,0.5073565
1584018780,539.2910195,0.5143026
1584018840,523.9207089,0.6874849
1584018900,419.6615417,0.7132534
1584018960,734.4658072,0.7184086
1584019020,705.6555862,0.8441546
1584019080,647.1080238,0.2099933
1584019140,396.9581799,0.8908223
1584019200,756.0514058,0.3677194
1584019260,592.9306321,0.1086155
1584019320,208.7842984,0.8848105
1584019380,485.0941978,0.457048
1584019440,769.300728,0.8792598
1584019500,383.2156174,0.3692934
1584019560,380.3639137,0.9044479
1584019620,537.4134434,0.91307
1584019680,550.8612705,0.6291536
1584019740,458.0414648,0.2988252
1584019800,563.6645669,0.3717211
1584019860,585.2135419,0.4688479
1584019920,754.4567207,0.4111657
1584019980,396.9002212,0.037256
1584020040,388.4656652,0.4716282
1584020100,662.0621209,0.1598818
1584020160,469.7810526,0.4919083
1584020220,784.8011407,0.5839208
1584020280,464.7277984,0.6009461
1584020340,785.1273824,0.0014148
1584020400,299.5240586,0.37367
1584020460,555.8894252,0.5154941
1584020520,731.9509703,0.8273854
1584020580,389.321882,0.43589
1584020640,682.1313489,0.4430461
1584020700,542.5803744,0.0406232
1584020760,505.9455817,0.907176
1584020820,715.596827,0.5434303
1584020880,362.4785906,0.9969956
1584020940,748.7873188,0.0201805
1584021000,295.2138157,0.6565446
1584021060,578.8243098,0.8716739
1584021120,309.7385741,0.5415097
1584021180,404.546009,0.5399175
1584021240,413.8431808,0.4908666
1584021300,726.382783,0.877423
1584021360,367.9789658,0.7991917
1584021420,302.4310873,0.0130344
1584021480,661.1841542,0.2337314
1584021540,468.2371128,0.9416015
1584021600,595.5483808,0.9796235
1584021660,358.9837539,0.3084585
1584021720,612.3713987,0.0058121
1584021780,283.2040392,0.8208712
1584021840,327.2019859,0.7767715
1584021900,598.9579207,0.5516476
1584021960,655.9657995,0.1336128
1584022020,272.6910347,0.7498801
1584022080,375.925198,0.1355971
1584022140,662.6919002,0.2038447
1584022200,762.7982282,0.7783948
1584022260,210.1997047,0.3268776
1584022320,396.7465893,0.8279082
1584022380,761.1013963,0.8637041
1584022440,430.2917063,0.6592288
1584022500,281.6487167,0.3445951
1584022560,728.9754135,0.1663194
1584022620,685.6569575,0.2101501
1584022680,233.7288483,0.8118124
1584022740,331.6210204,0.7313001
1584022800,523.3965209,0.7969663
1584022860,662.7512968,0.269258
1584022920,607.4548633,0.7611442
1584022980,445.2996917,0.574559
1584023040,404.6057713,0.652662
1584023100,379.2563774,0.9231184
1584023160,372.2634681,0.3119014
1584023220,292.9075206,0.5594762
1584023280,468.3714095,0.1164327
1584023340,662.3436416,0.8177732
1584023400,587.1112664,0.1467118
1584023460,319.3789689,0.9663725
1584023520,517.1200242,0.5298758
1584023580,640.1688444,0.1074628
1584023640,557.8437395,0.704716
1584023700,208.3170913,0.2142084
1584023760,344.3284032,0.785429
1584023820,296.7716973,0.703045
1584023880,775.2744255,0.2349054
1584023940,683.5661319,0.3651848
1584024000,495.9273484,0.3079609
1584024060,302.8395424,0.9959818
1584024120,569.1947872,0.2140084
1584024180,515.4895722,0.2952894
1584024240,736.2774457,0.4652441
1584024300,317.3009755,0.7191707
1584024360,760.3896534,0.6611592
1584024420,351.034272,0.0040546
1584024480,329.1876942,0.4594208
1584024540,799.5230432,0.9298585
1584024600,758.5060034,0.0669905
1584024660,694.0789822,0.9919818
1584024720,432.9792245,0.5056114
1584024780,359.1339913,0.3687586
1584024840,244.2777619,0.6090914
1584024900,359.5569012,0.7430212
1584024960,575.5865682,0.5212233
1584025020,294.4346433,0.5714614
1584025080,383.9335801,0.3231945
1584025140,300.1341566,0.4808705
1584025200,791.0815077,0.4726074
1584025260,494.65092,0.8222514
1584025320,706.2651659,0.0458963
1584025380,348.9092532,0.1210508
1584025440,275.7926776,0.401604
1584025500,593.8878209,0.9653359
1584025560,644.6848923,0.2397794
1584025620,245.3412693,0.2522004
1584025680,362.2850956,0.3335733
1584025740,501.0209972,0.7860294
1584025800,552.7995539,0.9265563
1584025860,392.8485461,0.3804987
1584025920,512.0871872,0.2144719
1584025980,285.8101467,0.8448626
1584026040,284.0349088,0.3022126
1584026100,290.4413374,0.0949286
1584026160,684.6305492,0.6658866
1584026220,312.0077984,0.6209601
1584026280,215.0897222,0.8267383
1584026340,776.914244,0.5169453
1584026400,421.8186423,0.7431323
1584026460,756.8265519,0.9177196
1584026520,564.3392746,0.6209106
1584026580,223.7082399,0.158117
1584026640,674.9759415,0.0925514
1584026700,374.0119447,0.4625941
1584026760,348.194899,0.7357596
1584026820,507.5118666,0.5851723
1584026880,571.3631667,0.429325
1584026940,274.6162999,0.2834935
1584027000,221.4376249,0.6919057
1584027060,685.8658748,0.9280853
1584027120,798.7047198,0.5559057
1584027180,345.2838739,0.8987903
1584027240,458.0785561,0.9032922
1584027300,662.6942502,0.6947993
1584027360,431.6672941,0.9688835
1584027420,312.9705911,0.1181831
1584027480,602.1335047,0.6826325
1584027540,444.1778976,0.6307014
1584027600,783.1065229,0.6785356
1584027660,219.3875487,0.9505336
1584027720,382.1871824,0.0272896
1584027780,474.2101969,0.3027535
1584027840,243.8066945,0.2294259
1584027900,699.6697228,0.5351437
1584027960,374.5742537,0.1917298
1584028020,501.5549428,0.8833846
1584028080,528.5103238,0.8702893
1584028140,232.9327434,0.4195285
1584028200,346.2219388,0.1502485
1584028260,677.7139464,0.3431424
1584028320,254.1218323,0.1735974
1584028380,681.1252849,0.8924762
1584028440,203.7332705,0.6602956
1584028500,655.1785022,0.067397
1584028560,744.1379833,0.3049691
1584028620,324.5774526,0.0529729
1584028680,247.5012217,0.3682705
1584028740,448.3387981,0.7068319
1584028800,463.700134,0.206824
1584028860,761.8043034,0.4119282
1584028920,607.981162,0.4050433
1584028980,741.046236,0.7469461
1584029040,448.3429201,0.6205825
1584029100,713.0233008,0.5268275
1584029160,388.6333795,0.7268102
1584029220,670.1350797,0.1297316
1584029280,631.0415458,0.424315
1584029340,513.7436824,0.1619435
1584029400,456.8500454,0.5250425
1584029460,431.4118128,0.270994
1584029520,685.748524,0.5594043
1584029580,750.1439304,0.772131
1584029640,293.6919325,0.1448528
1584029700,513.509981,0.0583789
1584029760,367.5736264,0.7678635
1584029820,619.450632,0.5360129
1584029880,341.076176,0.4988616
1584029940,283.1008187,0.6017744
1584030000,509.6185778,0.2676779
1584030060,449.5983987,0.0645665
1584030120,300.4339694,0.4268864
1584030180,371.6015348,0.4214189
1584030240,558.8035937,0.0666264
1584030300,346.2510396,0.1870849
1584030360,201.0608057,0.7853901
1584030420,544.07276,0.9798149
1584030480,358.4279014,0.2583015
1584030540,408.1969382,0.0758882
1584030600,499.0428148,0.7067083
1584030660,694.9762618,0.1882695
1584030720,517.7453514,0.0424861
1584030780,253.089368,0.6156399
1584030840,785.2206627,0.4084341
1584030900,784.9136138,0.6570076
1584030960,222.9008863,0.3187772
1584031020,292.3288395,0.9533678
1584031080,798.2651088,0.2666035
1584031140,485.774035,0.3087526
1584031200,244.5424748,0.157759
1584031260,409.1984545,0.7519718
1584031320,226.2035437,0.6240368
1584031380,417.9964931,0.0720901
1584031440,691.2734227,0.5699943
1584031500,239.4071548,0.3649383
1584031560,590.538662,0.6028114
1584031620,529.5768325,0.2669524
1584031680,574.4547537,0.699485
1584031740,493.1416142,0.5430098
1584031800,541.9344771,0.6807051
1584031860,790.7871835,0.1597627
1584031920,574.8649294,0.8983485
1584031980,202.9160116,0.0557284
1584032040,388.6665916,0.4338196
1584032100,403.3858658,0.5234946
1584032160,400.0113546,0.3753391
1584032220,425.4021024,0.2834674
1584032280,337.5326271,0.5802764
1584032340,201.097458,0.2232479
1584032400,298.6737233,0.7255619
1584032460,729.1625677,0.1306709
1584032520,565.5898574,0.1291289
1584032580,568.1494981,0.1143422
1584032640,688.7267229,0.3539913
1584032700,251.9118204,0.0232285
1584032760,480.3922869,0.802725
1584032820,764.2121541,0.5551688
1584032880,325.5553276,0.729553
1584032940,660.6562699,0.7432055
1584033000,515.6771557,0.238541
1584033060,638.3241771,0.4085399
1584033120,778.2524247,0.2134274
1584033180,463.7438813,0.2178245
1584033240,375.7062701,0.3102778
1584033300,313.0505902,0.8529828
1584033360,716.662351,0.3604633
1584033420,342.1808801,0.1625175
1584033480,742.6501405,0.4949103
1584033540,797.4698126,0.1046513
1584033600,697.7466389,0.1448215
1584033660,548.3582192,0.3006647
1584033720,601.524606,0.2467141
1584033780,440.753356,0.3453634
1584033840,679.7655727,0.1738367
1584033900,782.065616,0.9431641
1584033960,221.0563107,0.6244495
1584034020,780.6015014,0.0753955
1584034080,637.4449652,0.1673948
1584034140,414.9449252,0.7033677
1584034200,568.8600189,0.1024655
1584034260,530.0036689,0.7200867
1584034320,600.6020686,0.9021264
1584034380,360.6361366,0.6884309
1584034440,512.936982,0.6251539
1584034500,784.763994,0.7420534
1584034560,390.8070483,0.2053192
