,sent,received
1583713320,182.7071531,0.5464758
1583713380,140.2775232,0.7936296
1583713440,215.7707832,0.1418073
1583713500,297.4722472,0.738988
1583713560,146.1986381,0.5840386
1583713620,278.7589895,0.5579056
1583713680,232.6093685,0.0743828
1583713740,207.339459,0.031001
1583713800,185.3192232,0.7624991
1583713860,238.3994073,0.6620036
1583713920,290.2323276,0.0110099
1583713980,189.7533033,0.1414649
1583714040,177.4200461,0.5645391
1583714100,107.4993863,0.1731677
1583714160,268.9837533,0.2042545
1583714220,296.4297994,0.4407238
1583714280,198.4307537,0.8953209
1583714340,165.9278461,0.4686654
1583714400,108.2414418,0.0264416
1583714460,162.5109097,0.8015958
1583714520,258.8258265,0.8117196
1583714580,277.7296972,0.9447897
1583714640,265.6145599,0.3384268
1583714700,128.731975,0.8840323
1583714760,237.3140138,0.638038
1583714820,266.3775432,0.5073404
1583714880,208.9699477,0.2162244
1583714940,195.9212067,0.4820327
1583715000,206.5012552,0.9933673
1583715060,210.6936926,0.5157501
1583715120,102.7535434,0.738457
1583715180,287.6991956,0.0635866
1583715240,111.9181312,0.0710772
1583715300,106.5561445,0.4072514
1583715360,167.7801545,0.7259143
1583715420,215.5859731,0.7620679
1583715480,156.0590375,0.785014
1583715540,117.4399214,0.6941135
1583715600,166.1744641,0.712142
1583715660,192.3328295,0.0521407
1583715720,122.4989366,0.160611
1583715780,253.0322873,0.96326
1583715840,130.2413905,0.7862669
1583715900,239.145844,0.4114202
1583715960,277.4786234,0.7649135
1583716020,100.6286338,0.8765898
1583716080,171.0915166,0.1407599
1583716140,206.9125607,0.16379
1583716200,278.6320362,0.3513256
1583716260,282.6526935,0.4152278
1583716320,114.7761962,0.8977871
1583716380,109.0417417,0.7429104
1583716440,246.8786868,0.8660245
1583716500,154.0039819,0.8968705
1583716560,274.5959815,0.4982067
1583716620,251.971575,0.3306509
1583716680,163.3996997,0.5003017
1583716740,209.372658,0.2906577
1583716800,263.8306897,0.9048179
1583716860,183.3748147,0.5575417
1583716920,141.0646197,0.4478377
1583716980,200.1981597,0.8344777
1583717040,254.2084636,0.2550402
1583717100,243.1711849,0.6009043
1583717160,252.765934,0.5591842
1583717220,133.4117505,0.3853074
1583717280,254.861908,0.695326
1583717340,276.3989306,0.7236321
1583717400,133.9488711,0.8185099
1583717460,146.8462626,0.2134935
1583717520,182.9845939,0.4913012
1583717580,255.8045778,0.5351423
1583717640,125.2148497,0.4224138
1583717700,222.1924991,0.5558218
1583717760,249.7211842,0.9017517
1583717820,192.6286411,0.35445
1583717880,210.0722302,0.0577
1583717940,231.5314492,0.6674132
1583718000,198.4646283,0.1851842
1583718060,231.4015913,0.3684288
1583718120,146.9295528,0.3305741
1583718180,172.2096904,0.1743826
1583718240,297.1337819,0.1325015
1583718300,218.6200866,0.2257225
1583718360,236.4000286,0.7985548
1583718420,254.838942,0.9534235
1583718480,276.2261814,0.1430446
1583718540,122.4748787,0.8093077
1583718600,176.9691948,0.5576625
1583718660,266.753494,0.9788767
1583718720,234.7211201,0.2359046
1583718780,135.3763442,0.9987126
1583718840,235.1344887,0.7169953
1583718900,195.0675055,0.7273683
1583718960,190.747363,0.3283853
1583719020,160.3875059,0.1215629
1583719080,296.788527,0.6658838
1583719140,271.93275,0.5177577
1583719200,262.5453815,0.499741
1583719260,238.6876579,0.0624397
1583719320,157.421817,0.1081883
1583719380,161.4376998,0.2387432
1583719440,257.5690169,0.4571241
1583719500,264.1534525,0.798515
1583719560,144.7672996,0.7533501
1583719620,150.3259757,0.1840621
1583719680,139.5722726,0.7550581
1583719740,164.7880073,0.3813617
1583719800,289.0194941,0.9984243
1583719860,180.7452969,0.2913679
1583719920,247.3743684,0.8534494
1583719980,266.8926587,0.7620157
1583720040,240.9937369,0.0579889
1583720100,202.9265422,0.5434959
1583720160,125.7549071,0.0938789
1583720220,114.3642762,0.7047005
1583720280,201.9615531,0.4402155
1583720340,105.1611188,0.4867379
1583720400,188.5693946,0.7473819
1583720460,224.4836131,0.1494941
1583720520,143.7528929,0.4064336
1583720580,298.2985914,0.5703659
1583720640,294.686005,0.0469622
1583720700,221.4708583,0.3419504
1583720760,159.597027,0.5116369
1583720820,172.7507306,0.2618651
1583720880,271.5402287,0.2197091
1583720940,101.4780993,0.0201255
1583721000,265.3539286,0.2257898
1583721060,146.001676,0.4868453
1583721120,121.0608758,0.5221929
1583721180,260.8321237,0.0799842
1583721240,154.2030179,0.1348748
1583721300,156.1511666,0.5369536
1583721360,211.2965004,0.0871739
1583721420,219.5635805,0.2775437
1583721480,137.117157,0.074513
1583721540,274.0484418,0.8696682
1583721600,183.9629339,0.4766396
1583721660,262.716727,0.35842
1583721720,269.7249166,0.9350067
1583721780,122.7793066,0.8255222
1583721840,171.6915889,0.0324852
1583721900,145.1887511,0.1787502
1583721960,109.3351463,0.2524366
1583722020,228.4405036,0.9892312
1583722080,222.4234961,0.4992483
1583722140,100.6770033,0.2483257
1583722200,266.6586781,0.0806468
1583722260,246.3531534,0.5772684
1583722320,220.9584965,0.6728931
1583722380,173.3278776,0.8922714
1583722440,185.0484199,0.5130151
1583722500,298.3757786,0.3997248
1583722560,177.655041,0.0329649
1583722620,156.757284,0.6736631
1583722680,154.9239631,0.3794447
1583722740,207.1708581,0.7194611
1583722800,106.1659831,0.5133734
1583722860,185.3119626,0.9727641
1583722920,221.6685359,0.5103382
1583722980,183.106472,0.1566377
1583723040,287.0814095,0.2950659
1583723100,220.084926,0.3808318
1583723160,128.8582501,0.6745812
1583723220,177.7397905,0.6563267
1583723280,124.994557,0.9400214
1583723340,160.8294512,0.8581731
1583723400,268.9066672,0.9607598
1583723460,178.772051,0.5597787
1583723520,187.9145273,0.1949687
1583723580,221.895719,0.4275459
1583723640,297.1895346,0.7549438
1583723700,293.8325546,0.887824
1583723760,214.3910296,0.7141632
1583723820,246.2870015,0.6972342
1583723880,108.6952255,0.1034168
1583723940,127.7088997,0.5401825
1583724000,163.8400595,0.4661564
1583724060,242.8660489,0.1139052
1583724120,159.7019992,0.8255904
1583724180,193.4238875,0.2381513
1583724240,239.7999359,0.7282081
1583724300,193.3268575,0.0242536
1583724360,192.9243391,0.1645304
1583724420,248.2783384,0.8536302
1583724480,134.9690589,0.5772434
1583724540,110.6637973,0.7545005
1583724600,240.0936682,0.7342882
1583724660,166.0641489,0.3054225
1583724720,189.6862502,0.5021111
1583724780,273.6634878,0.1516927
1583724840,241.1745313,0.2351442
1583724900,128.7490872,0.5230898
1583724960,116.1364713,0.0182298
1583725020,200.5083135,0.552545
1583725080,290.1844606,0.6236344
1583725140,194.9001466,0.3567311
1583725200,116.1745143,0.7988641
1583725260,163.0605352,0.9026462
1583725320,251.6498139,0.5788086
1583725380,230.5378893,0.4599363
1583725440,228.9409722,0.747588
1583725500,213.4453596,0.7256785
1583725560,249.8555118,0.3749351
1583725620,296.9866705,0.9235642
1583725680,217.9976348,0.6590666
1583725740,147.0459446,0.4875529
1583725800,272.0205426,0.6569266
1583725860,129.5380991,0.0980719
1583725920,275.194783,0.2819728
1583725980,210.7516187,0.1420808
1583726040,123.5958375,0.6277846
1583726100,220.6257488,0.2170493
1583726160,289.151199,0.4144067
1583726220,221.1771995,0.9561255
1583726280,219.2288809,0.338315
1583726340,126.896072,0.3666728
1583726400,191.1537886,0.4670833
1583726460,239.3788816,0.0174712
1583726520,222.8624183,0.7188434
1583726580,277.6112495,0.0018707
1583726640,122.9706643,0.6797651
1583726700,294.3864545,0.8686989
1583726760,218.2818862,0.7160494
1583726820,251.6288773,0.5493816
1583726880,209.49668,0.8126175
1583726940,212.1075058,0.2847646
1583727000,289.8997868,0.0325346
1583727060,220.2296744,0.8481912
1583727120,216.8587288,0.0029348
1583727180,277.1726269,0.6800891
1583727240,262.2431546,0.6292418
1583727300,155.7178653,0.8152627
1583727360,235.5902296,0.7065838
1583727420,142.5010595,0.1272488
1583727480,286.300293,0.2431408
1583727540,193.6401778,0.8555814
1583727600,124.8382771,0.4893983
1583727660,214.190382,0.6199514
1583727720,124.02425,0.6352308
1583727780,146.3110293,0.8314268
1583727840,194.5832963,0.3398332
1583727900,253.9613189,0.4008169
1583727960,283.4933235,0.189459
1583728020,253.731589,0.9609949
1583728080,170.2069254,0.7058588
1583728140,132.0671534,0.1444614
1583728200,160.0376146,0.408496
1583728260,240.4955411,0.9129856
1583728320,239.6510297,0.3421167
1583728380,278.6118569,0.0638601
1583728440,280.884513,0.3553838
1583728500,251.1231591,0.6111365
1583728560,137.1256433,0.7758923
1583728620,140.4602134,0.316886
1583728680,205.794033,0.3090984
1583728740,162.7869688,0.6056321
1583728800,211.6336966,0.3748689
1583728860,250.3127023,0.099927
1583728920,116.5033449,0.6208903
1583728980,123.975032,0.151697
1583729040,275.8741189,0.1960725
1583729100,288.8330368,0.5895823
1583729160,223.5552172,0.2870924
1583729220,148.3425233,0.1898915
1583729280,280.4449123,0.4878223
1583729340,233.9560179,0.9129993
1583729400,169.9538017,0.8432133
1583729460,206.8840968,0.6789716
1583729520,251.6320931,0.2556034
1583729580,228.0626957,0.2526452
1583729640,100.5091223,0.6335949
1583729700,292.90698,0.0682187
1583729760,168.1594835,0.6369268
1583729820,200.8269287,0.0125992
1583729880,273.0084795,0.1812629
1583729940,185.8997595,0.363809
1583730000,197.5499092,0.3354476
1583730060,184.4978065,0.872357
1583730120,114.8409141,0.2514823
1583730180,289.397035,0.7288067
1583730240,201.931884,0.1507076
1583730300,134.5546519,0.3388912
1583730360,167.4899171,0.5156324
1583730420,292.8389263,0.2011712
1583730480,276.3031013,0.8480379
1583730540,240.8320319,0.5641573
1583730600,156.872815,0.0213329
1583730660,185.0401988,0.5579267
1583730720,298.3453397,0.5905041
1583730780,189.6648775,0.8556427
1583730840,122.8579252,0.4128552
1583730900,195.0023238,0.8984195
1583730960,203.0844879,0.3812131
1583731020,283.3939814,0.6132341
1583731080,299.7066551,0.9486449
1583731140,233.3969346,0.1608163
1583731200,294.9735234,0.9604684
1583731260,158.9981635,0.1263862
1583731320,134.0659152,0.8488986
1583731380,182.6506241,0.8571317
1583731440,183.5003077,0.5568513
1583731500,268.3513626,0.8427258
1583731560,148.1955329,0.1252543
1583731620,183.4333039,0.1437214
1583731680,106.0383111,0.6002509
1583731740,100.2899431,0.0240106
1583731800,209.5466284,0.8045003
1583731860,185.620724,0.0329791
1583731920,140.5722128,0.744376
1583731980,188.8414722,0.7411442
1583732040,119.6391683,0.1388391
1583732100,281.5905272,0.0493813
1583732160,102.789706,0.5334867
1583732220,201.4788468,0.4418347
1583732280,198.3885885,0.6349105
1583732340,190.3236958,0.9056764
1583732400,197.6465424,0.8459457
1583732460,171.5277771,0.9141492
1583732520,249.31131,0.3876723
1583732580,178.3891371,0.0954909
1583732640,256.9553476,0.1196329
1583732700,206.2952742,0.9469267
1583732760,251.928938,0.9012429
1583732820,144.4282978,0.9730518
1583732880,296.2554898,0.2741407
1583732940,126.6917139,0.0369348
1583733000,139.9991743,0.4926517
1583733060,183.0173034,0.4668222
1583733120,154.0694163,0.0895102
1583733180,200.4188459,0.74546
1583733240,101.327909,0.6828564
1583733300,122.640471,0.1889307
1583733360,224.4547757,0.5178042
1583733420,171.1659823,0.825241
1583733480,130.0192658,0.0669943
1583733540,226.5299766,0.4557522
1583733600,190.3316555,0.7023897
1583733660,135.0119748,0.3010202
1583733720,111.7516414,0.7865664
1583733780,210.0834291,0.4529298
1583733840,127.4996562,0.2072173
1583733900,103.110428,0.575082
1583733960,191.8162484,0.1329311
1583734020,242.5580843,0.9318671
1583734080,213.5982027,0.0548421
1583734140,288.1825437,0.3077831
1583734200,209.0600374,0.6353603
1583734260,169.0395634,0.2632766
1583734320,137.0256367,0.8218886
1583734380,206.7753468,0.6582742
1583734440,215.9504607,0.8113724
1583734500,227.8319631,0.3748897
1583734560,130.8195801,0.5325359
1583734620,285.3404544,0.0633978
1583734680,109.8666603,0.1817284
1583734740,186.8734954,0.1490313
1583734800,190.118609,0.5167963
1583734860,168.0654391,0.6922432
1583734920,250.6415013,0.5216348
1583734980,199.3009576,0.9912067
1583735040,298.9730978,0.2266368
1583735100,108.8029253,0.1542387
1583735160,187.4408339,0.1026075
1583735220,106.5412114,0.4276425
1583735280,253.4685504,0.9607245
1583735340,135.7024443,0.4545577
1583735400,190.9581735,0.1023263
1583735460,243.5431379,0.8815246
1583735520,115.4422021,0.7101362
1583735580,187.3077449,0.723956
1583735640,204.0537122,0.1868697
1583735700,157.2121487,0.6326096
1583735760,273.3357076,0.9651164
1583735820,222.4093711,0.9016514
1583735880,262.6923648,0.7365779
1583735940,213.0460338,0.293632
1583736000,133.9183523,0.8124622
1583736060,123.0098456,0.4119421
1583736120,157.3520591,0.4249104
1583736180,247.0913807,0.2971372
1583736240,131.4103918,0.5954184
1583736300,233.9464743,0.0458335
1583736360,123.7591086,0.396178
1583736420,232.4979014,0.0086124
1583736480,233.3764247,0.7181418
1583736540,202.2045885,0.3693045
1583736600,246.9688023,0.155744
1583736660,123.5278192,0.9087876
1583736720,217.5172319,0.3171399
1583736780,137.223233,0.5682296
1583736840,200.8497053,0.4152613
1583736900,177.5291257,0.1156689
1583736960,243.4477132,0.562509
1583737020,267.5406702,0.7922732
1583737080,122.568062,0.9344577
1583737140,173.6615851,0.1696084
1583737200,205.9303626,0.1395903
1583737260,158.9946223,0.6045232
1583737320,256.3201689,0.1530584
1583737380,160.6912361,0.9339214
1583737440,211.3082847,0.2973654
1583737500,203.484914,0.3567862
1583737560,123.7623961,0.9088815
1583737620,118.5010631,0.6506266
1583737680,279.4228808,0.7825285
1583737740,276.0391157,0.1161457
1583737800,298.5916513,0.6417041
1583737860,127.2465822,0.5524985
1583737920,117.4074753,0.417586
1583737980,231.4650854,0.3942667
1583738040,266.4310362,0.849152
1583738100,226.4753683,0.8960728
1583738160,262.7745011,0.8826163
1583738220,169.8357949,0.2356869
1583738280,239.9150855,0.7136987
1583738340,149.0782406,0.8589608
1583738400,246.4326881,0.9719076
1583738460,232.1469363,0.0444236
1583738520,139.197686,0.2515586
1583738580,245.9720617,0.6767732
1583738640,106.4284171,0.1628628
1583738700,287.7386344,0.5900981
1583738760,254.6551815,0.9922641
1583738820,159.1536497,0.8069366
1583738880,195.5624647,0.5576358
1583738940,165.9593455,0.3536842
1583739000,296.4177454,0.6683361
1583739060,100.0064908,0.3675832
1583739120,211.5643488,0.0911787
1583739180,271.8574515,0.8057954
1583739240,230.0925988,0.2879712
1583739300,295.9235717,0.8167897
1583739360,254.4684718,0.4432281
1583739420,162.9364239,0.6241647
1583739480,255.3321962,0.3516512
1583739540,118.4617382,0.4971729
1583739600,210.6330297,0.1557826
1583739660,130.1137505,0.9827023
1583739720,117.8482337,0.4089271
1583739780,277.4270184,0.7756465
1583739840,284.1785028,0.4682093
1583739900,241.4121346,0.3712495
1583739960,151.2311286,0.1989504
1583740020,169.0169229,0.9388541
1583740080,152.0073376,0.1821241
1583740140,264.720807,0.6471732
1583740200,249.3815274,0.0437952
1583740260,189.3781077,0.2683465
1583740320,125.7372469,0.8643993
1583740380,257.9697273,0.1216919
1583740440,299.9487092,0.3234277
1583740500,104.5757388,0.0266447
1583740560,214.3816727,0.0899018
1583740620,162.5102456,0.6646205
1583740680,178.6426242,0.8203549
1583740740,259.638391,0.8166249
1583740800,243.0354781,0.6622257
1583740860,237.9970269,0.0182197
1583740920,192.3750475,0.0093005
1583740980,114.9015025,0.3170368
1583741040,120.8449895,0.1441979
1583741100,242.1771532,0.9034697
1583741160,166.2555498,0.4395935
1583741220,167.2165406,0.9977406
1583741280,154.2402169,0.6085198
1583741340,270.4353086,0.7504542
1583741400,163.6624037,0.318924
1583741460,131.345002,0.3397639
1583741520,137.3530363,0.3647676
1583741580,266.1774409,0.6098883
1583741640,115.4696581,0.3213184
1583741700,114.7704926,0.9886795
1583741760,169.2043684,0.8365485
1583741820,291.4580945,0.2885513
1583741880,216.9110036,0.0230705
1583741940,204.006452,0.0170268
1583742000,214.5714523,0.2287725
1583742060,201.4831879,0.9205903
1583742120,238.0175391,0.9622052
1583742180,189.3188997,0.8512029
1583742240,192.9209201,0.8319825
1583742300,286.5546401,0.4953425
1583742360,136.3789433,0.8460001
1583742420,147.2125337,0.9924261
1583742480,104.7477435,0.7212167
1583742540,257.3060282,0.0705393
1583742600,282.0439922,0.1717228
1583742660,281.3787773,0.3227035
1583742720,169.969035,0.6750631
1583742780,229.6827165,0.3220612
1583742840,203.2340439,0.2005961
1583742900,122.0712708,0.2934554
1583742960,173.7267173,0.3234758
1583743020,284.0797472,0.3692252
1583743080,273.6060414,0.8137393
1583743140,107.6035887,0.3442016
1583743200,220.3096066,0.3119778
1583743260,100.3587883,0.474149
1583743320,223.2227879,0.2585589
1583743380,162.9834068,0.8377336
1583743440,242.3345545,0.0384266
1583743500,192.5140329,0.1389641
1583743560,205.8951235,0.8809787
1583743620,187.2460833,0.6301348
1583743680,186.2396153,0.7651097
1583743740,122.7526573,0.3262247
1583743800,299.8717813,0.1170612
1583743860,279.1237588,0.6759872
1583743920,257.1221869,0.860861
1583743980,164.9768672,0.963175
1583744040,271.0051215,0.5683678
1583744100,224.5088176,0.2636301
1583744160,182.9520485,0.9641167
1583744220,294.5798231,0.7354931
1583744280,155.3330161,0.9890718
1583744340,234.0060969,0.0751224
1583744400,594.3182738,0.2848423
1583744460,347.4055353,0.897528
1583744520,710.9859754,0.5679889
1583744580,236.2501866,0.9494699
1583744640,466.6843159,0.115577
1583744700,297.0772913,0.2478256
1583744760,775.4373209,0.6866913
1583744820,392.4678046,0.3144437
1583744880,589.9658417,0.2849358
1583744940,443.0547665,0.0184696
1583745000,759.6260907,0.2927295
1583745060,688.3796313,0.7860665
1583745120,317.8966715,0.9692832
1583745180,631.8427035,0.8599264
1583745240,745.9762515,0.9071126
1583745300,257.3155074,0.4841392
1583745360,425.4527829,0.287632
1583745420,713.0094972,0.7053059
1583745480,291.8937091,0.2446273
1583745540,555.0221947,0.037646
1583745600,356.0726242,0.3174242
1583745660,607.5099787,0.3920053
1583745720,495.9931129,0.7697298
1583745780,484.2441149,0.0568315
1583745840,237.3691904,0.2142232
1583745900,458.4639457,0.7272266
1583745960,492.8362847,0.2376964
1583746020,509.870494,0.5213
1583746080,239.2399669,0.028552
1583746140,561.1430625,0.6586199
1583746200,588.8275271,0.1213348
1583746260,514.9232392,0.7746748
1583746320,200.3302225,0.5869905
1583746380,381.7479893,0.3283468
1583746440,573.3397835,0.2286516
1583746500,254.8698503,0.7864632
1583746560,317.454772,0.6526528
1583746620,652.4137776,0.1462694
1583746680,409.1140285,0.5099073
1583746740,365.6471478,0.2960621
1583746800,641.5709491,0.771304
1583746860,672.7759961,0.1420379
1583746920,475.9261114,0.1363931
1583746980,747.1021287,0.0295885
1583747040,611.780993,0.8134606
1583747100,628.5099801,0.9719272
1583747160,294.4379936,0.5158439
1583747220,569.8001122,0.7101283
1583747280,322.8164074,0.5393152
1583747340,487.1825183,0.7564108
1583747400,407.3374349,0.2740059
1583747460,434.2864071,0.1772287
1583747520,579.8259374,0.7338073
1583747580,387.8091314,0.0236941
1583747640,720.142958,0.0871417
1583747700,787.1466436,0.5879682
1583747760,635.1044136,0.526016
1583747820,486.2022385,0.24189
1583747880,389.5679464,0.5570021
1583747940,707.4897896,0.9307509
1583748000,533.1802498,0.6192174
1583748060,608.0389318,0.4765084
1583748120,357.8819734,0.8367544
1583748180,393.5026468,0.5153956
1583748240,266.2004598,0.2188961
1583748300,610.2218901,0.5411387
1583748360,728.0009532,0.3514368
1583748420,586.0945332,0.1019871
1583748480,410.9790637,0.6205163
1583748540,285.3230353,0.5177513
1583748600,424.4269418,0.6663594
1583748660,288.8800701,0.8149016
1583748720,584.2146877,0.3034588
1583748780,380.0127743,0.0073607
1583748840,776.3312262,0.0077564
1583748900,621.3743072,0.4257187
1583748960,496.178435,0.8913004
1583749020,204.5912236,0.5214191
1583749080,243.0136502,0.9135349
1583749140,552.5222637,0.2582161
1583749200,233.8425847,0.6584779
1583749260,713.0822967,0.8338062
1583749320,735.2491307,0.8920346
1583749380,270.8972449,0.5230945
1583749440,400.5333385,0.0840464
1583749500,653.6904669,0.8702899
1583749560,322.6091394,0.3719757
1583749620,626.1139281,0.4930898
1583749680,778.6147353,0.2155172
1583749740,593.9283277,0.1325794
1583749800,367.1622553,0.7127685
1583749860,395.7837032,0.0813699
1583749920,686.2927482,0.1264712
1583749980,794.8073623,0.8896286
1583750040,697.8818643,0.2283972
1583750100,641.2361537,0.1330657
1583750160,626.4729124,0.4447628
1583750220,533.2451372,0.1920655
1583750280,553.4862046,0.9318663
1583750340,730.9986104,0.778824
1583750400,478.9351129,0.1252839
1583750460,727.9037378,0.7098176
1583750520,781.2459795,0.538265
1583750580,655.9992477,0.7964519
1583750640,401.4633805,0.7812802
1583750700,589.1020986,0.9753649
1583750760,460.8992521,0.8525939
1583750820,718.3406863,0.1104139
1583750880,675.9412726,0.500136
1583750940,461.8282058,0.2190903
1583751000,376.3394575,0.0476808
1583751060,728.9237083,0.1063862
1583751120,421.4480464,0.5775237
1583751180,518.2412089,0.4878904
1583751240,386.8173341,0.4909845
1583751300,269.041034,0.7806568
1583751360,477.8354183,0.2711798
1583751420,634.6680088,0.9659305
1583751480,551.547904,0.3799051
1583751540,322.9472672,0.3279088
1583751600,734.0754662,0.9711178
1583751660,491.3349041,0.0489651
1583751720,791.9012718,0.859625
1583751780,772.2503462,0.4062381
1583751840,754.875928,0.430503
1583751900,573.2963252,0.4565838
1583751960,300.3729708,0.7556581
1583752020,349.3881568,0.4335602
1583752080,383.0260377,0.6184866
1583752140,299.023082,0.0024925
1583752200,582.8704665,0.0836778
1583752260,788.3375819,0.0626616
1583752320,306.0641955,0.5350039
1583752380,764.7701586,0.0962024
1583752440,639.387538,0.4139111
1583752500,214.6543577,0.1372805
1583752560,362.5352603,0.2162102
1583752620,281.3506526,0.5080837
1583752680,769.0582627,0.5117508
1583752740,698.756364,0.7652863
1583752800,388.9711222,0.6831008
1583752860,726.0717109,0.9136359
1583752920,252.5972384,0.465537
1583752980,407.5769617,0.5716534
1583753040,568.0625871,0.0208344
1583753100,265.5113612,0.207186
1583753160,660.9294628,0.7051072
1583753220,654.4571926,0.4508764
1583753280,763.0158047,0.518908
1583753340,223.4208366,0.2432615
1583753400,641.9815949,0.7222378
1583753460,335.8878898,0.6913373
1583753520,495.2036061,0.2071837
1583753580,246.7264747,0.4698438
1583753640,318.3523153,0.6337101
1583753700,641.7718483,0.8622121
1583753760,389.4303364,0.6992008
1583753820,738.8173,0.7160739
1583753880,297.8777203,0.9292324
1583753940,490.7461147,0.2375278
1583754000,734.9244089,0.5212388
1583754060,280.1562955,0.3885707
1583754120,600.6838467,0.804181
1583754180,582.8517387,0.0398712
1583754240,344.7872158,0.0133822
1583754300,464.4780932,0.9345592
1583754360,273.0846131,0.4140092
1583754420,466.6465151,0.244826
1583754480,520.5463701,0.1404457
1583754540,364.9077058,0.7757122
1583754600,433.3910703,0.9550917
1583754660,744.4356268,0.5972092
1583754720,534.4523922,0.1631236
1583754780,342.5804284,0.8808509
1583754840,572.5110476,0.0145177
1583754900,376.0419538,0.195329
1583754960,250.0806669,0.489415
1583755020,581.594474,0.5807871
1583755080,586.4333026,0.8534106
1583755140,201.1049296,0.4402323
1583755200,485.3846993,0.4500073
1583755260,531.2127504,0.6189784
1583755320,651.641758,0.7539984
1583755380,790.357251,0.9248482
1583755440,569.1394472,0.0741357
1583755500,227.6398191,0.142144
1583755560,229.1596998,0.4368985
1583755620,608.8503607,0.5110064
1583755680,252.1434665,0.6276503
1583755740,498.4105575,0.3108036
1583755800,402.9200707,0.2300598
1583755860,583.5209716,0.189311
1583755920,382.879384,0.6214306
1583755980,725.2478763,0.5584079
1583756040,260.7819139,0.7911773
1583756100,359.3786708,0.9122424
1583756160,240.0828235,0.7875801
1583756220,489.0410818,0.2416171
1583756280,259.6104301,0.9175204
1583756340,381.5670297,0.4527459
1583756400,589.1068194,0.6762926
1583756460,748.6656274,0.5387352
1583756520,297.0555391,0.8457522
1583756580,277.2617409,0.6477985
1583756640,600.3993643,0.3483393
1583756700,600.4103207,0.6082534
1583756760,256.0111761,0.9836969
1583756820,332.3245901,0.6589448
1583756880,260.0969815,0.7212293
1583756940,715.1859953,0.6756504
1583757000,238.0952039,0.5261001
1583757060,681.2628598,0.8834624
1583757120,245.4540772,0.8900229
1583757180,766.6501577,0.6986811
1583757240,616.768144,0.3494548
1583757300,781.7703929,0.2291129
1583757360,614.3349743,0.9132285
1583757420,785.4861654,0.2233724
1583757480,788.7845109,0.7874621
1583757540,498.6996974,0.920593
1583757600,525.017787,0.9641381
1583757660,770.8648502,0.2217561
1583757720,553.4962151,0.5466947
1583757780,623.7567681,0.6950277
1583757840,537.8087373,0.776525
1583757900,421.0637509,0.4423287
1583757960,494.8147772,0.1723751
1583758020,640.6411083,0.5574652
1583758080,549.6948338,0.8689063
1583758140,568.9716519,0.3350046
1583758200,705.376562,0.5773073
1583758260,307.5826227,0.8575842
1583758320,443.8253248,0.770661
1583758380,594.2485331,0.2040943
1583758440,515.1145679,0.7318481
1583758500,715.699622,0.4818569
1583758560,357.8116858,0.977636
1583758620,697.1246805,0.8509352
1583758680,479.1573495,0.3405816
1583758740,591.0466852,0.1594855
1583758800,640.7735342,0.9989881
1583758860,359.6157346,0.2853713
1583758920,471.9905569,0.5292246
1583758980,334.9355775,0.0389366
1583759040,365.0280409,0.4699019
1583759100,284.3827595,0.7377545
1583759160,232.2239624,0.0539211
1583759220,762.94895,0.4561466
1583759280,415.8188654,0.4711454
1583759340,460.7754225,0.0235793
1583759400,434.243587,0.0947714
1583759460,245.6196803,0.1758921
1583759520,548.8197523,0.1089439
1583759580,679.4878278,0.4975623
1583759640,552.4767894,0.9499733
1583759700,292.4993255,0.0317462
1583759760,433.3806484,0.2088668
1583759820,376.3369603,0.5832651
1583759880,205.0215043,0.5984462
1583759940,616.8844465,0.7401515
1583760000,325.7559051,0.9696633
1583760060,692.6052359,0.7048639
1583760120,626.4767874,0.3195827
1583760180,684.960762,0.1291528
1583760240,484.5178943,0.9545922
1583760300,451.44207,0.2726714
1583760360,504.4170291,0.4768559
1583760420,654.7884802,0.6991753
1583760480,783.4268576,0.465105
1583760540,329.9165865,0.4616708
1583760600,650.4797214,0.5255985
1583760660,508.6853221,0.9991814
1583760720,382.9703542,0.1601675
1583760780,385.3827219,0.2972317
1583760840,221.4764896,0.9731196
1583760900,218.6883591,0.3222159
1583760960,605.9997549,0.5496725
1583761020,604.3084913,0.8524437
1583761080,294.311571,0.7879229
1583761140,758.7872266,0.427856
1583761200,650.1910108,0.2890197
1583761260,361.9598086,0.2531027
1583761320,694.328509,0.4162606
1583761380,697.0778156,0.5027388
1583761440,575.575454,0.6549183
1583761500,696.7882703,0.227899
1583761560,295.6922433,0.639675
1583761620,634.7680454,0.3581681
1583761680,413.4019303,0.4180593
1583761740,375.0646958,0.1511902
1583761800,263.7097411,0.8276357
1583761860,724.0550275,0.661428
1583761920,692.3102866,0.289175
1583761980,221.0267592,0.3590336
1583762040,272.0942519,0.7553826
1583762100,368.2453141,0.1816089
1583762160,435.6815059,0.2569176
1583762220,258.5660345,0.0753869
1583762280,660.0303792,0.1880224
1583762340,333.9822068,0.5150303
1583762400,666.4285338,0.5060676
1583762460,771.7700334,0.2687153
1583762520,271.9595222,0.3478238
1583762580,520.6537237,0.2863464
1583762640,414.2603861,0.5946591
1583762700,714.4229295,0.948118
1583762760,208.5924389,0.3993258
1583762820,245.5104568,0.2721741
1583762880,778.7194789,0.4757205
1583762940,786.4931725,0.1642336
1583763000,542.7542136,0.5353517
1583763060,590.2408422,0.5600268
1583763120,389.1246983,0.9388032
1583763180,268.2704364,0.8025975
